run_id,experiment_id,model_name,model_type,target,feature_schema_version,sweep_stage,log_loss_train,train_log_loss,accuracy_train,train_accuracy,log_loss_val,val_log_loss,accuracy_val,val_accuracy,log_loss_test,test_log_loss,accuracy_test,test_accuracy,param_colsample_bytree,param_early_stopping_rounds,param_eval_metric,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_n_jobs,param_num_class,param_objective,param_random_state,param_subsample,param_tree_method,param_C,param_class_weight,param_dual,param_fit_intercept,param_intercept_scaling,param_l1_ratio,param_max_iter,param_penalty,param_solver,param_target_type,param_tol,param_verbose,param_warm_start,param_multi_class,param_max_features,param_min_samples_leaf
b8f075dca0a547da92a9e9a3994b4aee,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9200199462586891,0.9200199462586891,0.5648201027984009,0.5648201027984009,0.956371933030459,0.956371933030459,0.56,0.56,1.0169733609441904,1.0169733609441904,0.5079787234042553,0.5079787234042553,0.7,30,mlogloss,0.2,0.01,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
bc73e9e910b14a5f9aeac8d1078b0315,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9200199462586891,0.9200199462586891,0.5648201027984009,0.5648201027984009,0.956371933030459,0.956371933030459,0.56,0.56,1.0169733609441904,1.0169733609441904,0.5079787234042553,0.5079787234042553,0.7,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
3062d9ed490441a2b2f884fa9cc7b576,663181009510783859,unknown,xgboost,result_3way,v1,smoke,0.9186931376175006,0.9186931376175006,0.566533409480297,0.566533409480297,0.9548541555587381,0.9548541555587381,0.5626666666666666,0.5626666666666666,1.0169777335399302,1.0169777335399302,0.5079787234042553,0.5079787234042553,0.7,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
e482250a52c9452198ca8ac65fdec10f,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9011333486656526,0.9011333486656526,0.5739577384351799,0.5739577384351799,0.9542635470865862,0.9542635470865862,0.5653333333333334,0.5653333333333334,1.017108416340481,1.017108416340481,0.5,0.5,0.7,30,mlogloss,0,0.05,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
46a8b2d33ee14ebdb4591131c0605d31,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9011320681435546,0.9011320681435546,0.5739577384351799,0.5739577384351799,0.9542963647596442,0.9542963647596442,0.5653333333333334,0.5653333333333334,1.017108416340481,1.017108416340481,0.5,0.5,0.7,30,mlogloss,0.2,0.05,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
4d01f7e9cec24f89bd4e480b06663e43,663181009510783859,unknown,xgboost,result_3way,v1,smoke,0.9194001297973673,0.9194001297973673,0.5653912050256996,0.5653912050256996,0.9539053952226476,0.9539053952226476,0.56,0.56,1.017254430826486,1.017254430826486,0.5132978723404256,0.5132978723404256,0.7,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
35ce481aa4014f0ab05a86a75899f236,663181009510783859,unknown,xgboost,result_3way,v1,smoke,0.9194001297973673,0.9194001297973673,0.5653912050256996,0.5653912050256996,0.9539053952226476,0.9539053952226476,0.56,0.56,1.017254430826486,1.017254430826486,0.5132978723404256,0.5132978723404256,0.7,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
da5599c5917d4d8c93c48ed2ce9112f2,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9194001297973673,0.9194001297973673,0.5653912050256996,0.5653912050256996,0.9539053952226476,0.9539053952226476,0.56,0.56,1.017254430826486,1.017254430826486,0.5132978723404256,0.5132978723404256,0.7,30,mlogloss,0.2,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
b769df323ffa474b8314cef101ba2ee3,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8569368029156472,0.8569368029156472,0.6087949743003997,0.6087949743003997,0.9532418603689248,0.9532418603689248,0.5546666666666666,0.5546666666666666,1.0173968309131503,1.0173968309131503,0.4973404255319149,0.4973404255319149,0.9,30,mlogloss,0,0.01,3,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
fe651c2d0e214b7199fcad2cf00933d9,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8569368029156472,0.8569368029156472,0.6087949743003997,0.6087949743003997,0.9532418603689248,0.9532418603689248,0.5546666666666666,0.5546666666666666,1.0173968309131503,1.0173968309131503,0.4973404255319149,0.4973404255319149,0.9,30,mlogloss,0.2,0.01,3,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
6ea274609ad1416cb50e2ce9e8e01fd3,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9175211663564052,0.9175211663564052,0.5642490005711023,0.5642490005711023,0.9550652689921544,0.9550652689921544,0.56,0.56,1.017434147184751,1.017434147184751,0.5132978723404256,0.5132978723404256,0.9,30,mlogloss,0,0.01,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
18cdbb12e1024a20912e14b854a8af63,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9175211663564052,0.9175211663564052,0.5642490005711023,0.5642490005711023,0.9550652689921544,0.9550652689921544,0.56,0.56,1.017434147184751,1.017434147184751,0.5132978723404256,0.5132978723404256,0.9,30,mlogloss,0.2,0.01,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
c68c76df8bef4fb1a9b5e7cdbacd79f9,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9166822832528113,0.9166822832528113,0.5642490005711023,0.5642490005711023,0.9552284737235188,0.9552284737235188,0.5626666666666666,0.5626666666666666,1.0174840878450264,1.0174840878450264,0.5132978723404256,0.5132978723404256,0.9,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
3b3ad1c0f7284b26b1b5299e1459a740,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9166822832528113,0.9166822832528113,0.5642490005711023,0.5642490005711023,0.9552284737235188,0.9552284737235188,0.5626666666666666,0.5626666666666666,1.0174840878450264,1.0174840878450264,0.5132978723404256,0.5132978723404256,0.9,30,mlogloss,0.2,0.01,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
afe7480cc96d4526adbcd6c7071b8feb,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8614902931159669,0.8614902931159669,0.6105082809822958,0.6105082809822958,0.9538138550265871,0.9538138550265871,0.5626666666666666,0.5626666666666666,1.0178580406897304,1.0178580406897304,0.4946808510638298,0.4946808510638298,0.9,30,mlogloss,0,0.01,3,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
dff48b85687149d1b25094f8e1e9c43c,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8614962242691087,0.8614962242691087,0.6110793832095945,0.6110793832095945,0.9538215977759668,0.9538215977759668,0.5626666666666666,0.5626666666666666,1.0178763007361964,1.0178763007361964,0.4946808510638298,0.4946808510638298,0.9,30,mlogloss,0.2,0.01,3,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
e0ab8f68b5284d9e9805909203eb305f,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8639708060326994,0.8639708060326994,0.6030839520274129,0.6030839520274129,0.9535814972844194,0.9535814972844194,0.5626666666666666,0.5626666666666666,1.018074839647875,1.018074839647875,0.4973404255319149,0.4973404255319149,0.7,30,mlogloss,0.2,0.01,3,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
7f8478bdcd9543a8a090abf32d2f3c84,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8639917533745384,0.8639917533745384,0.6030839520274129,0.6030839520274129,0.9535102646539455,0.9535102646539455,0.5626666666666666,0.5626666666666666,1.018096387744051,1.018096387744051,0.4973404255319149,0.4973404255319149,0.7,30,mlogloss,0,0.01,3,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
0cd20839773f471989c73e7706d8392f,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8593149039880262,0.8593149039880262,0.6042261564820103,0.6042261564820103,0.9537031471312718,0.9537031471312718,0.5573333333333333,0.5573333333333333,1.0181582814326442,1.0181582814326442,0.4920212765957447,0.4920212765957447,0.7,30,mlogloss,0.2,0.01,3,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
8989b6a6b0ae49529462f3d201421c50,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8593133092224319,0.8593133092224319,0.6042261564820103,0.6042261564820103,0.953712976149109,0.953712976149109,0.5573333333333333,0.5573333333333333,1.0181615609402341,1.0181615609402341,0.4920212765957447,0.4920212765957447,0.7,30,mlogloss,0,0.01,3,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
8e12bad2a2fc44d494d77bd07f988093,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9190081872690637,0.9190081872690637,0.5653912050256996,0.5653912050256996,0.9566960789129824,0.9566960789129824,0.5626666666666666,0.5626666666666666,1.018189311922349,1.018189311922349,0.5079787234042553,0.5079787234042553,0.9,30,mlogloss,0.2,0.01,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
715e3f750c0e4b4a9c980fdeafbb3f81,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9190081872690637,0.9190081872690637,0.5653912050256996,0.5653912050256996,0.9566960789129824,0.9566960789129824,0.5626666666666666,0.5626666666666666,1.018189311922349,1.018189311922349,0.5079787234042553,0.5079787234042553,0.9,30,mlogloss,0,0.01,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
80ac2c4af58f4cf8a363b3562f2c67d3,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9045149394092251,0.9045149394092251,0.579097658480868,0.579097658480868,0.9552471974795445,0.9552471974795445,0.5626666666666666,0.5626666666666666,1.0183363368408263,1.0183363368408263,0.5026595744680851,0.5026595744680851,0.9,30,mlogloss,0,0.05,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
e30d39b19924467fb54c69ac5639790c,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9045149394092251,0.9045149394092251,0.579097658480868,0.579097658480868,0.9552471974795445,0.9552471974795445,0.5626666666666666,0.5626666666666666,1.0183363368408263,1.0183363368408263,0.5026595744680851,0.5026595744680851,0.9,30,mlogloss,0.2,0.05,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
51b035dd14b642e6aa14a0f54e74e8cf,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9200416359339763,0.9200416359339763,0.5671045117075957,0.5671045117075957,0.9563122663588371,0.9563122663588371,0.5626666666666666,0.5626666666666666,1.0183457668065214,1.0183457668065214,0.5079787234042553,0.5079787234042553,0.9,30,mlogloss,0,0.01,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
71257982e6e4412a9665b06079d5fae1,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9200416359339763,0.9200416359339763,0.5671045117075957,0.5671045117075957,0.9563122663588371,0.9563122663588371,0.5626666666666666,0.5626666666666666,1.0183457668065214,1.0183457668065214,0.5079787234042553,0.5079787234042553,0.9,30,mlogloss,0.2,0.01,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
46ed3d9ecb9b4f30b803d886938bd86d,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8540818533975086,0.8540818533975086,0.6099371787549971,0.6099371787549971,0.9547305824200764,0.9547305824200764,0.5706666666666667,0.5706666666666667,1.0184401092631863,1.0184401092631863,0.5,0.5,0.9,30,mlogloss,0.2,0.01,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
99ff67f741a34b9a920e8004f9d2fac7,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.854078136379538,0.854078136379538,0.6099371787549971,0.6099371787549971,0.9547428489743843,0.9547428489743843,0.5706666666666667,0.5706666666666667,1.0184479046550405,1.0184479046550405,0.5,0.5,0.9,30,mlogloss,0,0.01,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
6090f93915e0429f8cdec93f295cf08e,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9055316338685807,0.9055316338685807,0.5796687607081668,0.5796687607081668,0.9541575472744135,0.9541575472744135,0.5653333333333334,0.5653333333333334,1.0185616998629554,1.0185616998629554,0.5053191489361702,0.5053191489361702,0.9,30,mlogloss,0.2,0.05,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
a9b513c3aaf54ee9998b107047246291,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9055316338685807,0.9055316338685807,0.5796687607081668,0.5796687607081668,0.9541575472744135,0.9541575472744135,0.5653333333333334,0.5653333333333334,1.0185616998629554,1.0185616998629554,0.5053191489361702,0.5053191489361702,0.9,30,mlogloss,0,0.05,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
c38b13793dac408a8c8b6638a259bec5,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8979012745590832,0.8979012745590832,0.5808109651627641,0.5808109651627641,0.9542045223407922,0.9542045223407922,0.568,0.568,1.0187691601747593,1.0187691601747593,0.5,0.5,0.7,30,mlogloss,0,0.1,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
37250a1c023943878a8c2fc49d2aabf7,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.89791249069896,0.89791249069896,0.5808109651627641,0.5808109651627641,0.9541713573458092,0.9541713573458092,0.568,0.568,1.0187697205507908,1.0187697205507908,0.5,0.5,0.7,30,mlogloss,0.2,0.1,2,5,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
6c620bac42904e3085cedc47ff88cd97,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8593989709608018,0.8593989709608018,0.6002284408909194,0.6002284408909194,0.9520255262754764,0.9520255262754764,0.5706666666666667,0.5706666666666667,1.0190926109491252,1.0190926109491252,0.5053191489361702,0.5053191489361702,0.7,30,mlogloss,0,0.01,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
8a19cfa493924ba399d5a76c18cc5299,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.859325134380122,0.859325134380122,0.6002284408909194,0.6002284408909194,0.9520830044757962,0.9520830044757962,0.5706666666666667,0.5706666666666667,1.019105363953521,1.019105363953521,0.5053191489361702,0.5053191489361702,0.7,30,mlogloss,0.2,0.01,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
d85e6903d2754398a81cf732ee50061c,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8988203604404926,0.8988203604404926,0.5722444317532839,0.5722444317532839,0.9537433402985089,0.9537433402985089,0.5653333333333334,0.5653333333333334,1.0192546043861472,1.0192546043861472,0.4973404255319149,0.4973404255319149,0.9,30,mlogloss,0.2,0.1,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
c3e082f2a8554baaa8ebdad65738fe65,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8988203604404926,0.8988203604404926,0.5722444317532839,0.5722444317532839,0.9537433402985089,0.9537433402985089,0.5653333333333334,0.5653333333333334,1.0192546043861472,1.0192546043861472,0.4973404255319149,0.4973404255319149,0.9,30,mlogloss,0,0.1,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
e41bb3e06582453786f73c7334d3ba4f,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.865454990318783,0.865454990318783,0.5990862364363221,0.5990862364363221,0.9517971998852126,0.9517971998852126,0.576,0.576,1.0192816255857737,1.0192816255857737,0.5,0.5,0.7,30,mlogloss,0,0.01,3,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
103e85c1c0fd452c8585880114f7e3ba,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8654609994866922,0.8654609994866922,0.5990862364363221,0.5990862364363221,0.9518100808408902,0.9518100808408902,0.576,0.576,1.0192920495443007,1.0192920495443007,0.5,0.5,0.7,30,mlogloss,0.2,0.01,3,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
d2291416ae134936bf6a69fc43b0738b,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9049346279306901,0.9049346279306901,0.5779554540262707,0.5779554540262707,0.9539305879938563,0.9539305879938563,0.5706666666666667,0.5706666666666667,1.0196835341558006,1.0196835341558006,0.4973404255319149,0.4973404255319149,0.7,30,mlogloss,0.2,0.05,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
93730a8d5d8e4ef19ab22827fe720e6d,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9049346279306901,0.9049346279306901,0.5779554540262707,0.5779554540262707,0.9539305879938563,0.9539305879938563,0.5706666666666667,0.5706666666666667,1.0196835341558006,1.0196835341558006,0.4973404255319149,0.4973404255319149,0.7,30,mlogloss,0,0.05,2,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
5386dd78252d4d97b1900bcf43b08b54,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8594371471476334,0.8594371471476334,0.6082238720731011,0.6082238720731011,0.9542098526300606,0.9542098526300606,0.5706666666666667,0.5706666666666667,1.0197471896196668,1.0197471896196668,0.5,0.5,0.9,30,mlogloss,0,0.01,3,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
d7290d0429e34dac8fd67d482cabdfab,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8594390661263432,0.8594390661263432,0.6082238720731011,0.6082238720731011,0.9542194822674781,0.9542194822674781,0.5706666666666667,0.5706666666666667,1.0197822563210899,1.0197822563210899,0.5,0.5,0.9,30,mlogloss,0.2,0.01,3,5,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
8ea60f7d2a7340d19bf23575539252b9,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8869404334837621,0.8869404334837621,0.5842375785265562,0.5842375785265562,0.9548056205847909,0.9548056205847909,0.5653333333333334,0.5653333333333334,1.0203919819247511,1.0203919819247511,0.5,0.5,0.9,30,mlogloss,0.2,0.05,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
8bf32c7b6492465fbc746c61ce8bf9b5,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8869404334837621,0.8869404334837621,0.5842375785265562,0.5842375785265562,0.9548056205847909,0.9548056205847909,0.5653333333333334,0.5653333333333334,1.0203919819247511,1.0203919819247511,0.5,0.5,0.9,30,mlogloss,0,0.05,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
c206f6a3295e4415ae812d277ccb40a6,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8717824546037545,0.8717824546037545,0.6042261564820103,0.6042261564820103,0.9521380336640685,0.9521380336640685,0.576,0.576,1.0204269201059022,1.0204269201059022,0.48936170212765956,0.48936170212765956,0.9,30,mlogloss,0,0.1,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
388a5dd495c6477e9ca322711bfe8029,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8717824546037545,0.8717824546037545,0.6042261564820103,0.6042261564820103,0.9521380336640685,0.9521380336640685,0.576,0.576,1.0204269201059022,1.0204269201059022,0.48936170212765956,0.48936170212765956,0.9,30,mlogloss,0.2,0.1,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
b6bbe7f7b7e04fb79fee4b968fb3209d,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8605472710300127,0.8605472710300127,0.6053683609366076,0.6053683609366076,0.9551027092414774,0.9551027092414774,0.56,0.56,1.020803992778581,1.020803992778581,0.4867021276595745,0.4867021276595745,0.7,30,mlogloss,0.2,0.05,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
d1ddc283eaf14373b6757eecad340be5,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8605472710300127,0.8605472710300127,0.6053683609366076,0.6053683609366076,0.9551027092414774,0.9551027092414774,0.56,0.56,1.020803992778581,1.020803992778581,0.4867021276595745,0.4867021276595745,0.7,30,mlogloss,0,0.05,3,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
ca775ccc9f2741498eb59a4325c919cc,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8959698470588738,0.8959698470588738,0.5819531696173615,0.5819531696173615,0.9517448688886674,0.9517448688886674,0.5706666666666667,0.5706666666666667,1.0209789969477328,1.0209789969477328,0.48936170212765956,0.48936170212765956,0.7,30,mlogloss,0.2,0.1,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
15373cb2aedf4f0c939dedb9ed095597,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.8959698470588738,0.8959698470588738,0.5819531696173615,0.5819531696173615,0.9517448688886674,0.9517448688886674,0.5706666666666667,0.5706666666666667,1.0209789969477328,1.0209789969477328,0.48936170212765956,0.48936170212765956,0.7,30,mlogloss,0,0.1,2,1,300,-1,3,multi:softprob,42,0.9,hist,,,,,,,,,,,,,,,,
1750a52e039943e9b0bfd7c35d904d14,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9031906611993328,0.9031906611993328,0.5836664762992576,0.5836664762992576,0.9551728071665738,0.9551728071665738,0.56,0.56,1.02122508681535,1.02122508681535,0.4920212765957447,0.4920212765957447,0.7,30,mlogloss,0.2,0.1,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
787d98e3bd184ff1b4978b85164ed14d,115910377377471266,unknown,xgboost,result_3way,v1,smoke,0.9031906611993328,0.9031906611993328,0.5836664762992576,0.5836664762992576,0.9551728071665738,0.9551728071665738,0.56,0.56,1.02122508681535,1.02122508681535,0.4920212765957447,0.4920212765957447,0.7,30,mlogloss,0,0.1,2,1,300,-1,3,multi:softprob,42,0.7,hist,,,,,,,,,,,,,,,,
