fraction,train_n,log_loss,accuracy
0.2,520,0.6989390636167646,0.46415770609318996
0.4,1041,0.6913513372304537,0.5448028673835126
0.6,1562,0.6876282395032697,0.553763440860215
0.8,2083,0.6888538224563157,0.5483870967741935
1.0,2604,0.69140719708476,0.5412186379928315
