feature,importance_mean,importance_std,importance_pct,rank
MKT_IMPLIED_AWAY,0.039491868019104,0.007271410692073501,100.0,1
MKT_LOG_ODDS_H_A_RATIO,0.021626055240631104,0.006702248471028623,57.85,2
MKT_IMPLIED_HOME,0.012517738342285156,0.0036065865096151476,36.36,3
OPP_ADJ_AWAY_CORNERS_SCORED_R5,0.004242146015167236,0.0010782504593066227,16.84,4
OPP_ADJ_HOME_GOALS_CONCEDED_R5,0.0036578297615051268,0.0013765408989843484,15.46,5
MKT_IMPLIED_DRAW,0.003470003604888916,0.002859360359326887,15.01,6
MKT_Draw_Prob_Real,0.003233802318572998,0.0017841880786758923,14.46,7
MKT_LOG_ODDS_H,0.0030918478965759276,0.0015670321300228435,14.12,8
OPP_ADJ_HOME_CORNERS_CONCEDED_R3,0.0027788639068603515,0.003538237759665043,13.38,9
DEF_HOME_AS_R5,0.0025559425354003905,0.0013633339035403539,12.86,10
MKT_LOG_ODDS_D,0.0025121450424194338,0.002059272548104489,12.76,11
DEF_AWAY_HST_R5,0.0021993398666381838,0.0013358481300488974,12.02,12
OFF_HOME_XG_R5,0.0019270420074462891,0.0002880375216859387,11.37,13
MKT_LOG_ODDS_A,0.0018664121627807618,0.002249628819566145,11.23,14
OFF_AWAY_SHOT_ACCURACY_R3,0.0018633723258972168,0.0014691041263022117,11.22,15
DEF_HOME_AS_R3,0.0017986893653869629,0.0008200627247897416,11.07,16
CTX_HOME_CORNERS_STD_R5,0.0014907479286193847,0.0012284708846383424,10.35,17
OPP_ADJ_CORNER_MATCHUP_AWAY_R3,0.0014484286308288573,0.0014600095342400387,10.25,18
OPP_ADJ_CORNER_MATCHUP_AWAY_R5,0.0014196515083312988,0.0005478076268338318,10.18,19
OFF_HOME_FTHG_EMA3,0.0013105273246765137,0.00029697131242128127,9.92,20
DEF_HOME_AC_R3,0.0012774944305419921,0.00040957291890600877,9.84,21
OFF_HOME_HC_R5,0.0012565135955810546,0.0016603982011018485,9.79,22
OFF_HOME_LUCK_R3,0.0012013912200927734,0.00048715148271229945,9.66,23
OPP_ADJ_HOME_GOALS_SCORED_R5,0.0011992454528808594,0.00038174277271543555,9.66,24
OFF_HOME_SHOT_ACCURACY_R3,0.0011645674705505372,0.0035096264965913306,9.58,25
OPP_ADJ_CORNER_MATCHUP_HOME_R5,0.000992429256439209,0.0015653854611530431,9.17,26
CTX_HOME_SCORE_STREAK,0.0008970379829406738,0.000558804921225136,8.94,27
OFF_AWAY_AST_R5,0.0008950114250183105,0.0008649989709664866,8.94,28
DEF_AWAY_XGA_R5,0.0008102178573608399,0.0017536304593133154,8.74,29
CTX_AWAY_REST_DAYS,0.0008010387420654297,0.001391793893769487,8.72,30
CTX_AWAY_GOALS_STD_R5,0.0007219433784484864,0.0001421446060011951,8.53,31
OFF_HOME_HS_R3,0.0006786584854125977,0.0004747578884721131,8.43,32
OFF_HOME_SHOT_ACCURACY_R5,0.0006529808044433594,0.000805910570215105,8.37,33
MKT_Away_Prob_Real,0.0006367206573486328,0.00030995973813779785,8.33,34
DEF_HOME_AC_R5,0.0006308078765869141,0.001249268050955762,8.32,35
DEF_HOME_XGA_R3,0.0006249666213989258,0.00026403101836872215,8.3,36
OFF_AWAY_XG_R3,0.0005969047546386719,0.0003657535521539274,8.24,37
OFF_AWAY_AC_R3,0.0005285263061523438,0.00034592939980187366,8.08,38
DIS_AWAY_DISCIPLINE_SCORE_R5,0.0004954934120178223,0.0003489255558967899,8.0,39
OPP_ADJ_AWAY_CORNERS_SCORED_R3,0.0004610896110534668,0.0003564131200887922,7.92,40
OFF_AWAY_AST_EMA5,0.00043562650680541994,0.0002533731393069865,7.86,41
MKT_A_Prob_Clean,0.0004300951957702637,0.00013373514430873183,7.84,42
OPP_ADJ_HOME_CORNERS_SCORED_R3,0.0004009246826171875,0.0002601768200215609,7.77,43
MKT_D_Prob_Clean,0.0003326416015625,0.00018369451567665636,7.61,44
OPP_ADJ_AWAY_GOALS_SCORED_R5,0.0003130078315734863,0.0003963226249538905,7.57,45
OFF_HOME_FTHG_EMA5,0.0003037452697753906,0.0003345091322458705,7.54,46
CTX_REST_DAYS_DIFF,0.0002992510795593262,0.0013572099518218007,7.53,47
DIS_AWAY_AY_R5,0.00029107332229614256,0.00013224571390915593,7.52,48
CTX_AWAY_PPG_L10,0.00027772188186645506,0.00013022477899062536,7.48,49
MKT_Home_Prob_Real,0.0002491593360900879,0.0009127082154582304,7.42,50
DEF_AWAY_HS_R5,0.000228726863861084,0.00039463891972176294,7.37,51
CTX_HOME_REST_DAYS,0.0002213120460510254,0.000381653622170879,7.35,52
CTX_HOME_PPG_L10,0.00020176172256469727,0.000835400694557519,7.3,53
STRENGTH_Goal_Diff,0.00018638372421264648,0.000363380313994581,7.27,54
DEF_HOME_AST_R5,0.00016307830810546875,0.00021979911801164854,7.21,55
DEF_HOME_AST_R3,0.00014719963073730468,0.00034888917337386806,7.18,56
OPP_ADJ_AWAY_SOT_SCORED_R5,0.00013040304183959962,0.0004545192798130795,7.14,57
CTX_HOME_GOALS_STD_R5,0.0001196146011352539,0.0003793737928281406,7.11,58
H2H_CORNERS_R5,0.00011620521545410156,0.00018969469234888953,7.1,59
INTERACTION_ATTACK_GOALS_DIFF_R5,0.00011563301086425781,0.00034688071238589326,7.1,60
DEF_HOME_FTAG_R5,0.0001140594482421875,0.00021581540474085973,7.1,61
DIS_HOME_DISCIPLINE_SCORE_R5,0.00010470151901245117,0.0003048218587770246,7.08,62
DIS_AWAY_AY_R3,9.971857070922852e-05,0.00014511064826969362,7.06,63
DEF_HOME_FTAG_R3,9.888410568237305e-05,0.00016646332007891123,7.06,64
DEF_HOME_SAVE_RATE_R3,9.754896163940429e-05,0.00011387725689001782,7.06,65
DEF_AWAY_FTHG_EMA3,9.500980377197266e-05,0.0002654634488445085,7.05,66
CTX_HOME_WIN_STREAK,9.434223175048828e-05,0.0003079720936077495,7.05,67
OFF_AWAY_FTAG_R3,5.6242942810058595e-05,0.0002375291105348846,6.96,68
EFFICIENCY_ATTACK_MATCHUP_DIFF_R5,4.096031188964844e-05,0.0002478043200727742,6.92,69
DEF_HOME_SAVE_RATE_R5,2.6905536651611327e-05,0.000571828203786274,6.89,70
DEF_AWAY_FTHG_R3,1.7881393432617188e-05,0.0,6.87,71
CTX_AWAY_CUM_PTS,5.960464477539063e-08,0.00035874716718954733,6.83,72
DEF_HOME_FTAG_EMA3,0.0,0.0,6.83,73
CTX_HOME_CS_STREAK,0.0,0.0,6.83,74
OPP_ADJ_GOAL_MATCHUP_HOME_R5,0.0,0.0,6.83,75
OPP_ADJ_AWAY_GOALS_CONCEDED_R3,0.0,0.0,6.83,76
H2H_HOME_WIN_RATE_R5,0.0,0.0,6.83,77
H2H_TOTAL_GOALS_R5,0.0,0.0,6.83,78
OPP_ADJ_CORNER_MATCHUP_HOME_R3,0.0,0.0,6.83,79
OPP_ADJ_GOAL_MATCHUP_AWAY_R3,0.0,0.0,6.83,80
OFF_HOME_FTHG_R3,0.0,0.0,6.83,81
DEF_Save_Rate_R5,0.0,0.0,6.83,82
CTX_AWAY_CS_STREAK,0.0,0.0,6.83,83
DEF_AWAY_FTHG_EMA5,0.0,0.0,6.83,84
OFF_AWAY_AST_R3,0.0,0.0,6.83,85
DEF_AWAY_FTHG_R5,0.0,0.0,6.83,86
OFF_AWAY_FTAG_R5,0.0,0.0,6.83,87
DIS_AWAY_AR_R3,0.0,0.0,6.83,88
DIS_AWAY_AR_R5,0.0,0.0,6.83,89
DIS_AWAY_HR_R3,0.0,0.0,6.83,90
DIS_HOME_DISCIPLINE_SCORE_R3,0.0,0.0,6.83,91
DIS_AWAY_HR_R5,0.0,0.0,6.83,92
OFF_AWAY_SHOT_ACCURACY_R5,0.0,0.0,6.83,93
DIS_AWAY_DISCIPLINE_SCORE_R3,0.0,0.0,6.83,94
DIS_HOME_AR_R5,0.0,0.0,6.83,95
DIS_HOME_HR_R5,0.0,0.0,6.83,96
DIS_HOME_HR_R3,0.0,0.0,6.83,97
DIS_HOME_AR_R3,0.0,0.0,6.83,98
DIS_HOME_HY_R3,0.0,0.0,6.83,99
MKT_H_Prob_Clean,0.0,0.0,6.83,100
MKT_OVERROUND,-3.719329833984375e-06,7.43865966796875e-06,6.82,101
OFF_AWAY_AS_R3,-1.6105175018310546e-05,0.00027888152366430336,6.79,102
OPP_ADJ_HOME_SOT_SCORED_R3,-1.6474723815917967e-05,0.00034751210653552055,6.79,103
OPP_ADJ_AWAY_SOT_SCORED_R3,-2.9134750366210938e-05,0.0003800475600204711,6.76,104
OPP_ADJ_HOME_GOALS_SCORED_R3,-3.26991081237793e-05,4.2786132153560054e-05,6.75,105
OFF_HOME_HC_R3,-3.274679183959961e-05,0.00026114617944532147,6.75,106
CTX_AWAY_CORNERS_STD_R5,-4.0602684020996096e-05,0.00023100059310050797,6.73,107
OPP_ADJ_GOAL_MATCHUP_HOME_R3,-4.162788391113281e-05,0.0002128808625525415,6.73,108
CTX_AWAY_CONCEDED_STD_R5,-8.318424224853515e-05,0.0005007766086400532,6.63,109
DEF_AWAY_XGA_R3,-8.475780487060547e-05,0.0006465944711442104,6.63,110
CTX_AWAY_SCORE_STREAK,-9.450912475585937e-05,0.00033005845782750886,6.61,111
INTERACTION_DEFENSE_GOALS_DIFF_R5,-0.00010204315185546875,0.00018386337049050943,6.59,112
CTX_AWAY_WIN_STREAK,-0.00011103153228759765,0.00030782303768648456,6.57,113
OFF_Shot_Quality_R5,-0.00012623071670532228,5.5341458969148654e-05,6.53,114
OPP_ADJ_HOME_CORNERS_SCORED_R5,-0.00014100074768066406,7.050037384033203e-05,6.5,115
OPP_ADJ_AWAY_GOALS_SCORED_R3,-0.00014175176620483397,0.00021260951358714717,6.49,116
DEF_AWAY_HS_R3,-0.00016237497329711913,0.0011171575747055279,6.45,117
OFF_HOME_HST_R5,-0.00016411542892456055,0.0008306945362752397,6.44,118
OFF_HOME_FTHG_R5,-0.00018019676208496093,0.0005415906275226469,6.4,119
DEF_AWAY_HC_R5,-0.0001873493194580078,0.0001470991644601641,6.39,120
DIS_AWAY_HY_R3,-0.00021382570266723633,0.0003036286009857088,6.32,121
DEF_AWAY_HST_R3,-0.00028645992279052734,0.00045284012910024756,6.15,122
INTERACTION_ATTACK_SOT_DIFF_R5,-0.00033268928527832033,0.0003759840461466871,6.04,123
